"","pID","age","mass","height","hand","velo_max","velo_min","throw","velo"
"919","p26",25,206,73,"R",82.1,32.1,21,75.7
"920","p26",25,206,73,"R",82.1,32.1,22,73.8
"921","p26",25,206,73,"R",82.1,32.1,23,75.9
"922","p26",25,206,73,"R",82.1,32.1,24,77.2
"923","p26",25,206,73,"R",82.1,32.1,25,77.6
"924","p26",25,206,73,"R",82.1,32.1,26,76.9
"925","p26",25,206,73,"R",82.1,32.1,27,76.2
"926","p26",25,206,73,"R",82.1,32.1,28,72.7
"927","p26",25,206,73,"R",82.1,32.1,29,67.3
"928","p26",25,206,73,"R",82.1,32.1,30,74.3
"929","p26",25,206,73,"R",82.1,32.1,31,73.1
"930","p26",25,206,73,"R",82.1,32.1,32,76.3
"931","p26",25,206,73,"R",82.1,32.1,33,80.8
"932","p26",25,206,73,"R",82.1,32.1,34,81.5
"933","p26",25,206,73,"R",82.1,32.1,35,81.6
"934","p26",25,206,73,"R",82.1,32.1,36,82.1
"935","p27",20,176.8,70,"L",77.9,33.3,1,33.3
"936","p27",20,176.8,70,"L",77.9,33.3,2,37.5
"937","p27",20,176.8,70,"L",77.9,33.3,3,39.9
"938","p27",20,176.8,70,"L",77.9,33.3,4,47.8
"939","p27",20,176.8,70,"L",77.9,33.3,5,50.5
"940","p27",20,176.8,70,"L",77.9,33.3,6,50.6
"941","p27",20,176.8,70,"L",77.9,33.3,7,61.8
"942","p27",20,176.8,70,"L",77.9,33.3,8,58.6
"943","p27",20,176.8,70,"L",77.9,33.3,9,71.8
"944","p27",20,176.8,70,"L",77.9,33.3,10,71.6
"945","p27",20,176.8,70,"L",77.9,33.3,11,72.5
"946","p27",20,176.8,70,"L",77.9,33.3,12,72.5
"947","p27",20,176.8,70,"L",77.9,33.3,13,74.1
"948","p27",20,176.8,70,"L",77.9,33.3,14,74.1
"949","p27",20,176.8,70,"L",77.9,33.3,15,72.1
"950","p27",20,176.8,70,"L",77.9,33.3,16,73.8
"951","p27",20,176.8,70,"L",77.9,33.3,17,73
"952","p27",20,176.8,70,"L",77.9,33.3,18,70.6
"953","p27",20,176.8,70,"L",77.9,33.3,19,75.1
"954","p27",20,176.8,70,"L",77.9,33.3,20,74.4
"955","p27",20,176.8,70,"L",77.9,33.3,21,74.3
"956","p27",20,176.8,70,"L",77.9,33.3,22,73.5
"957","p27",20,176.8,70,"L",77.9,33.3,23,77.5
"958","p27",20,176.8,70,"L",77.9,33.3,24,77.9
"959","p28",20,213.6,74,"R",83.1,53.6,1,NA
"960","p28",20,213.6,74,"R",83.1,53.6,2,53.6
"961","p28",20,213.6,74,"R",83.1,53.6,3,55.9
"962","p28",20,213.6,74,"R",83.1,53.6,4,58.3
"963","p28",20,213.6,74,"R",83.1,53.6,5,57.1
"964","p28",20,213.6,74,"R",83.1,53.6,6,58.9
"965","p28",20,213.6,74,"R",83.1,53.6,7,58.7
"966","p28",20,213.6,74,"R",83.1,53.6,8,60.2
"967","p28",20,213.6,74,"R",83.1,53.6,9,61.6
"968","p28",20,213.6,74,"R",83.1,53.6,10,61.4
"969","p28",20,213.6,74,"R",83.1,53.6,11,63.4
"970","p28",20,213.6,74,"R",83.1,53.6,12,66
"971","p28",20,213.6,74,"R",83.1,53.6,13,65.9
"972","p28",20,213.6,74,"R",83.1,53.6,14,66.9
"973","p28",20,213.6,74,"R",83.1,53.6,15,65
"974","p28",20,213.6,74,"R",83.1,53.6,16,65.1
"975","p28",20,213.6,74,"R",83.1,53.6,17,64.8
"976","p28",20,213.6,74,"R",83.1,53.6,18,65.8
"977","p28",20,213.6,74,"R",83.1,53.6,19,69.3
"978","p28",20,213.6,74,"R",83.1,53.6,20,72.1
"979","p28",20,213.6,74,"R",83.1,53.6,21,72.5
"980","p28",20,213.6,74,"R",83.1,53.6,22,71.4
"981","p28",20,213.6,74,"R",83.1,53.6,23,73.6
"982","p28",20,213.6,74,"R",83.1,53.6,24,73.3
"983","p28",20,213.6,74,"R",83.1,53.6,25,74.8
"984","p28",20,213.6,74,"R",83.1,53.6,26,75.4
"985","p28",20,213.6,74,"R",83.1,53.6,27,77.6
"986","p28",20,213.6,74,"R",83.1,53.6,28,76.7
"987","p28",20,213.6,74,"R",83.1,53.6,29,78.8
"988","p28",20,213.6,74,"R",83.1,53.6,30,77.4
"989","p28",20,213.6,74,"R",83.1,53.6,31,77.7
"990","p28",20,213.6,74,"R",83.1,53.6,32,78
"991","p28",20,213.6,74,"R",83.1,53.6,33,78.5
"992","p28",20,213.6,74,"R",83.1,53.6,34,76.7
"993","p28",20,213.6,74,"R",83.1,53.6,35,78
"994","p28",20,213.6,74,"R",83.1,53.6,36,78.6
"995","p28",20,213.6,74,"R",83.1,53.6,37,80
"996","p28",20,213.6,74,"R",83.1,53.6,38,80.3
"997","p28",20,213.6,74,"R",83.1,53.6,39,79.1
"998","p28",20,213.6,74,"R",83.1,53.6,40,83.1
"999","p28",20,213.6,74,"R",83.1,53.6,41,81.7
"1000","p29",23,183,72,"R",82.6,53.5,1,53.5
"1001","p29",23,183,72,"R",82.6,53.5,2,61.6
"1002","p29",23,183,72,"R",82.6,53.5,3,63.6
"1003","p29",23,183,72,"R",82.6,53.5,4,61
"1004","p29",23,183,72,"R",82.6,53.5,5,66.1
"1005","p29",23,183,72,"R",82.6,53.5,6,65.6
"1006","p29",23,183,72,"R",82.6,53.5,7,62.1
"1007","p29",23,183,72,"R",82.6,53.5,8,69
"1008","p29",23,183,72,"R",82.6,53.5,9,62
"1009","p29",23,183,72,"R",82.6,53.5,10,64.4
"1010","p29",23,183,72,"R",82.6,53.5,11,68.1
"1011","p29",23,183,72,"R",82.6,53.5,12,70.3
"1012","p29",23,183,72,"R",82.6,53.5,13,62.6
"1013","p29",23,183,72,"R",82.6,53.5,14,68.5
"1014","p29",23,183,72,"R",82.6,53.5,15,69.8
"1015","p29",23,183,72,"R",82.6,53.5,16,72.2
"1016","p29",23,183,72,"R",82.6,53.5,17,72.8
"1017","p29",23,183,72,"R",82.6,53.5,18,76.6
"1018","p29",23,183,72,"R",82.6,53.5,19,76.9
"1019","p29",23,183,72,"R",82.6,53.5,20,78.3
"1020","p29",23,183,72,"R",82.6,53.5,21,78.3
"1021","p29",23,183,72,"R",82.6,53.5,22,78.9
"1022","p29",23,183,72,"R",82.6,53.5,23,77.8
"1023","p29",23,183,72,"R",82.6,53.5,24,78
"1024","p29",23,183,72,"R",82.6,53.5,25,82.6
"1025","p29",23,183,72,"R",82.6,53.5,26,80.3
"1026","p29",23,183,72,"R",82.6,53.5,27,82.6
"1027","p29",23,183,72,"R",82.6,53.5,28,81.3
"1028","p30",22,183.2,73,"R",82.3,37.1,1,NA
"1029","p30",22,183.2,73,"R",82.3,37.1,2,67.8
"1030","p30",22,183.2,73,"R",82.3,37.1,3,38.9
"1031","p30",22,183.2,73,"R",82.3,37.1,4,37.1
"1032","p30",22,183.2,73,"R",82.3,37.1,5,56
"1033","p30",22,183.2,73,"R",82.3,37.1,6,60.6
"1034","p30",22,183.2,73,"R",82.3,37.1,7,58.1
"1035","p30",22,183.2,73,"R",82.3,37.1,8,61.2
"1036","p30",22,183.2,73,"R",82.3,37.1,9,67.1
"1037","p30",22,183.2,73,"R",82.3,37.1,10,67.9
"1038","p30",22,183.2,73,"R",82.3,37.1,11,64
"1039","p30",22,183.2,73,"R",82.3,37.1,12,70.4
"1040","p30",22,183.2,73,"R",82.3,37.1,13,71.8
"1041","p30",22,183.2,73,"R",82.3,37.1,14,73.6
"1042","p30",22,183.2,73,"R",82.3,37.1,15,72.9
"1043","p30",22,183.2,73,"R",82.3,37.1,16,76.8
"1044","p30",22,183.2,73,"R",82.3,37.1,17,76.4
"1045","p30",22,183.2,73,"R",82.3,37.1,18,78.8
"1046","p30",22,183.2,73,"R",82.3,37.1,19,77.7
"1047","p30",22,183.2,73,"R",82.3,37.1,20,78.7
"1048","p30",22,183.2,73,"R",82.3,37.1,21,77.8
"1049","p30",22,183.2,73,"R",82.3,37.1,22,79.1
"1050","p30",22,183.2,73,"R",82.3,37.1,23,80.8
"1051","p30",22,183.2,73,"R",82.3,37.1,24,81.4
"1052","p30",22,183.2,73,"R",82.3,37.1,25,81.7
"1053","p30",22,183.2,73,"R",82.3,37.1,26,82.3
"1054","p30",22,183.2,73,"R",82.3,37.1,27,82.1
"1055","p31",21,198.6,77,"R",76.3,31.6,1,31.6
"1056","p31",21,198.6,77,"R",76.3,31.6,2,34.4
"1057","p31",21,198.6,77,"R",76.3,31.6,3,39.2
"1058","p31",21,198.6,77,"R",76.3,31.6,4,42.8
"1059","p31",21,198.6,77,"R",76.3,31.6,5,44.3
"1060","p31",21,198.6,77,"R",76.3,31.6,6,45.4
"1061","p31",21,198.6,77,"R",76.3,31.6,7,47.2
"1062","p31",21,198.6,77,"R",76.3,31.6,8,51.3
"1063","p31",21,198.6,77,"R",76.3,31.6,9,51.9
"1064","p31",21,198.6,77,"R",76.3,31.6,10,53.9
"1065","p31",21,198.6,77,"R",76.3,31.6,11,53.8
"1066","p31",21,198.6,77,"R",76.3,31.6,12,55.9
"1067","p31",21,198.6,77,"R",76.3,31.6,13,58.8
"1068","p31",21,198.6,77,"R",76.3,31.6,14,58.8
"1069","p31",21,198.6,77,"R",76.3,31.6,15,60.6
"1070","p31",21,198.6,77,"R",76.3,31.6,16,55.9
"1071","p31",21,198.6,77,"R",76.3,31.6,17,60.4
"1072","p31",21,198.6,77,"R",76.3,31.6,18,65.2
"1073","p31",21,198.6,77,"R",76.3,31.6,19,64.4
"1074","p31",21,198.6,77,"R",76.3,31.6,20,61.8
"1075","p31",21,198.6,77,"R",76.3,31.6,21,66.4
"1076","p31",21,198.6,77,"R",76.3,31.6,22,67.1
"1077","p31",21,198.6,77,"R",76.3,31.6,23,67.4
"1078","p31",21,198.6,77,"R",76.3,31.6,24,68
"1079","p31",21,198.6,77,"R",76.3,31.6,25,69.9
"1080","p31",21,198.6,77,"R",76.3,31.6,26,68
"1081","p31",21,198.6,77,"R",76.3,31.6,27,69.4
"1082","p31",21,198.6,77,"R",76.3,31.6,28,69.4
"1083","p31",21,198.6,77,"R",76.3,31.6,29,70.9
"1084","p31",21,198.6,77,"R",76.3,31.6,30,69.8
"1085","p31",21,198.6,77,"R",76.3,31.6,31,69.2
"1086","p31",21,198.6,77,"R",76.3,31.6,32,69.6
"1087","p31",21,198.6,77,"R",76.3,31.6,33,72.4
"1088","p31",21,198.6,77,"R",76.3,31.6,34,71.6
"1089","p31",21,198.6,77,"R",76.3,31.6,35,72.5
"1090","p31",21,198.6,77,"R",76.3,31.6,36,72.5
"1091","p31",21,198.6,77,"R",76.3,31.6,37,72.6
"1092","p31",21,198.6,77,"R",76.3,31.6,38,73.9
"1093","p31",21,198.6,77,"R",76.3,31.6,39,71.8
"1094","p31",21,198.6,77,"R",76.3,31.6,40,69.9
"1095","p31",21,198.6,77,"R",76.3,31.6,41,72.7
"1096","p31",21,198.6,77,"R",76.3,31.6,42,72.8
"1097","p31",21,198.6,77,"R",76.3,31.6,43,73.1
"1098","p31",21,198.6,77,"R",76.3,31.6,44,74.4
"1099","p31",21,198.6,77,"R",76.3,31.6,45,74.3
"1100","p31",21,198.6,77,"R",76.3,31.6,46,76.3
"1101","p31",21,198.6,77,"R",76.3,31.6,47,75.7
"1102","p32",20,188.2,74,"R",77.9,44.1,1,44.1
"1103","p32",20,188.2,74,"R",77.9,44.1,2,49.6
"1104","p32",20,188.2,74,"R",77.9,44.1,3,55.2
"1105","p32",20,188.2,74,"R",77.9,44.1,4,55.9
"1106","p32",20,188.2,74,"R",77.9,44.1,5,61.6
"1107","p32",20,188.2,74,"R",77.9,44.1,6,60.8
"1108","p32",20,188.2,74,"R",77.9,44.1,7,65.3
"1109","p32",20,188.2,74,"R",77.9,44.1,8,66.9
"1110","p32",20,188.2,74,"R",77.9,44.1,9,67.4
"1111","p32",20,188.2,74,"R",77.9,44.1,10,72.6
"1112","p32",20,188.2,74,"R",77.9,44.1,11,71.9
"1113","p32",20,188.2,74,"R",77.9,44.1,12,74
"1114","p32",20,188.2,74,"R",77.9,44.1,13,74.2
"1115","p32",20,188.2,74,"R",77.9,44.1,14,74.3
"1116","p32",20,188.2,74,"R",77.9,44.1,15,75.8
"1117","p32",20,188.2,74,"R",77.9,44.1,16,75.6
"1118","p32",20,188.2,74,"R",77.9,44.1,17,75.2
"1119","p32",20,188.2,74,"R",77.9,44.1,18,74.9
"1120","p32",20,188.2,74,"R",77.9,44.1,19,76.6
"1121","p32",20,188.2,74,"R",77.9,44.1,20,77
"1122","p32",20,188.2,74,"R",77.9,44.1,21,77.8
"1123","p32",20,188.2,74,"R",77.9,44.1,22,77.9
"1124","p32",20,188.2,74,"R",77.9,44.1,23,77.3
"1125","p32",20,188.2,74,"R",77.9,44.1,24,77.4
"1126","p32",20,188.2,74,"R",77.9,44.1,25,77.1
"1127","p32",20,188.2,74,"R",77.9,44.1,26,76.8
"1128","p32",20,188.2,74,"R",77.9,44.1,27,77.6
"1129","p32",20,188.2,74,"R",77.9,44.1,28,75.7
"1130","p32",20,188.2,74,"R",77.9,44.1,29,76.2
"1131","p32",20,188.2,74,"R",77.9,44.1,30,77.4
"1132","p32",20,188.2,74,"R",77.9,44.1,31,76.1
"1133","p32",20,188.2,74,"R",77.9,44.1,32,76
"1134","p32",20,188.2,74,"R",77.9,44.1,33,76.1
"1135","p32",20,188.2,74,"R",77.9,44.1,34,75.4
"1136","p32",20,188.2,74,"R",77.9,44.1,35,76.9
"1137","p32",20,188.2,74,"R",77.9,44.1,36,77.8
"1138","p33",22,176.6,72,"R",80.4,41.2,1,41.2
"1139","p33",22,176.6,72,"R",80.4,41.2,2,44.4
"1140","p33",22,176.6,72,"R",80.4,41.2,3,44.4
"1141","p33",22,176.6,72,"R",80.4,41.2,4,45.2
"1142","p33",22,176.6,72,"R",80.4,41.2,5,47.3
"1143","p33",22,176.6,72,"R",80.4,41.2,6,47.1
"1144","p33",22,176.6,72,"R",80.4,41.2,7,48.8
"1145","p33",22,176.6,72,"R",80.4,41.2,8,49.8
"1146","p33",22,176.6,72,"R",80.4,41.2,9,48.7
"1147","p33",22,176.6,72,"R",80.4,41.2,10,51.3
"1148","p33",22,176.6,72,"R",80.4,41.2,11,54.4
"1149","p33",22,176.6,72,"R",80.4,41.2,12,55.9
"1150","p33",22,176.6,72,"R",80.4,41.2,13,65.2
"1151","p33",22,176.6,72,"R",80.4,41.2,14,64.6
"1152","p33",22,176.6,72,"R",80.4,41.2,15,68.8
"1153","p33",22,176.6,72,"R",80.4,41.2,16,69.8
"1154","p33",22,176.6,72,"R",80.4,41.2,17,65.1
"1155","p33",22,176.6,72,"R",80.4,41.2,18,70.8
"1156","p33",22,176.6,72,"R",80.4,41.2,19,72.2
"1157","p33",22,176.6,72,"R",80.4,41.2,20,74.3
"1158","p33",22,176.6,72,"R",80.4,41.2,21,75.1
"1159","p33",22,176.6,72,"R",80.4,41.2,22,76
"1160","p33",22,176.6,72,"R",80.4,41.2,23,77.3
"1161","p33",22,176.6,72,"R",80.4,41.2,24,77.9
"1162","p33",22,176.6,72,"R",80.4,41.2,25,77.8
"1163","p33",22,176.6,72,"R",80.4,41.2,26,78.1
"1164","p33",22,176.6,72,"R",80.4,41.2,27,77.1
"1165","p33",22,176.6,72,"R",80.4,41.2,28,77.1
"1166","p33",22,176.6,72,"R",80.4,41.2,29,76.9
"1167","p33",22,176.6,72,"R",80.4,41.2,30,77.2
"1168","p33",22,176.6,72,"R",80.4,41.2,31,79.4
"1169","p33",22,176.6,72,"R",80.4,41.2,32,79.1
"1170","p33",22,176.6,72,"R",80.4,41.2,33,78.8
"1171","p33",22,176.6,72,"R",80.4,41.2,34,78.8
"1172","p33",22,176.6,72,"R",80.4,41.2,35,78.8
"1173","p33",22,176.6,72,"R",80.4,41.2,36,78.4
"1174","p33",22,176.6,72,"R",80.4,41.2,37,80.4
"1175","p33",22,176.6,72,"R",80.4,41.2,38,79.8
"1176","p33",22,176.6,72,"R",80.4,41.2,39,79.8
"1177","p33",22,176.6,72,"R",80.4,41.2,40,78.8
"1178","p33",22,176.6,72,"R",80.4,41.2,41,67.8
"1179","p33",22,176.6,72,"R",80.4,41.2,42,73.9
"1180","p33",22,176.6,72,"R",80.4,41.2,43,80.4
"1181","p33",22,176.6,72,"R",80.4,41.2,44,79.9
"1182","p34",14,136.8,66,"R",72.6,37.8,1,37.8
"1183","p34",14,136.8,66,"R",72.6,37.8,2,43.9
"1184","p34",14,136.8,66,"R",72.6,37.8,3,45.3
"1185","p34",14,136.8,66,"R",72.6,37.8,4,47.1
"1186","p34",14,136.8,66,"R",72.6,37.8,5,48.6
"1187","p34",14,136.8,66,"R",72.6,37.8,6,48.6
"1188","p34",14,136.8,66,"R",72.6,37.8,7,53.1
"1189","p34",14,136.8,66,"R",72.6,37.8,8,54.3
"1190","p34",14,136.8,66,"R",72.6,37.8,9,54.7
"1191","p34",14,136.8,66,"R",72.6,37.8,10,53.8
"1192","p34",14,136.8,66,"R",72.6,37.8,11,56.6
"1193","p34",14,136.8,66,"R",72.6,37.8,12,54.7
"1194","p34",14,136.8,66,"R",72.6,37.8,13,61
"1195","p34",14,136.8,66,"R",72.6,37.8,14,61.4
"1196","p34",14,136.8,66,"R",72.6,37.8,15,62.7
"1197","p34",14,136.8,66,"R",72.6,37.8,16,63.9
"1198","p34",14,136.8,66,"R",72.6,37.8,17,63.8
"1199","p34",14,136.8,66,"R",72.6,37.8,18,62.8
"1200","p34",14,136.8,66,"R",72.6,37.8,19,61.8
"1201","p34",14,136.8,66,"R",72.6,37.8,20,64.2
"1202","p34",14,136.8,66,"R",72.6,37.8,21,66.3
"1203","p34",14,136.8,66,"R",72.6,37.8,22,63.6
"1204","p34",14,136.8,66,"R",72.6,37.8,23,64
"1205","p34",14,136.8,66,"R",72.6,37.8,24,64.1
"1206","p34",14,136.8,66,"R",72.6,37.8,25,65.3
"1207","p34",14,136.8,66,"R",72.6,37.8,26,65.1
"1208","p34",14,136.8,66,"R",72.6,37.8,27,66.1
"1209","p34",14,136.8,66,"R",72.6,37.8,28,67.7
"1210","p34",14,136.8,66,"R",72.6,37.8,29,66.6
"1211","p34",14,136.8,66,"R",72.6,37.8,30,66.1
"1212","p34",14,136.8,66,"R",72.6,37.8,31,66.5
"1213","p34",14,136.8,66,"R",72.6,37.8,32,68.4
"1214","p34",14,136.8,66,"R",72.6,37.8,33,69
"1215","p34",14,136.8,66,"R",72.6,37.8,34,71.9
"1216","p34",14,136.8,66,"R",72.6,37.8,35,71.5
"1217","p34",14,136.8,66,"R",72.6,37.8,36,72.6
"1218","p34",14,136.8,66,"R",72.6,37.8,37,72
"1219","p35",24,181.4,74,"L",80.2,35.9,1,35.9
"1220","p35",24,181.4,74,"L",80.2,35.9,2,43
"1221","p35",24,181.4,74,"L",80.2,35.9,3,47.6
"1222","p35",24,181.4,74,"L",80.2,35.9,4,50.6
"1223","p35",24,181.4,74,"L",80.2,35.9,5,52.8
"1224","p35",24,181.4,74,"L",80.2,35.9,6,54.4
"1225","p35",24,181.4,74,"L",80.2,35.9,7,57.5
"1226","p35",24,181.4,74,"L",80.2,35.9,8,59.4
"1227","p35",24,181.4,74,"L",80.2,35.9,9,60.1
"1228","p35",24,181.4,74,"L",80.2,35.9,10,59.4
"1229","p35",24,181.4,74,"L",80.2,35.9,11,60.4
"1230","p35",24,181.4,74,"L",80.2,35.9,12,61.4
"1231","p35",24,181.4,74,"L",80.2,35.9,13,63.4
"1232","p35",24,181.4,74,"L",80.2,35.9,14,62.9
"1233","p35",24,181.4,74,"L",80.2,35.9,15,61.9
"1234","p35",24,181.4,74,"L",80.2,35.9,16,65
"1235","p35",24,181.4,74,"L",80.2,35.9,17,64.7
"1236","p35",24,181.4,74,"L",80.2,35.9,18,64.4
"1237","p35",24,181.4,74,"L",80.2,35.9,19,66.7
"1238","p35",24,181.4,74,"L",80.2,35.9,20,66.4
"1239","p35",24,181.4,74,"L",80.2,35.9,21,68.1
"1240","p35",24,181.4,74,"L",80.2,35.9,22,65.9
"1241","p35",24,181.4,74,"L",80.2,35.9,23,67.2
"1242","p35",24,181.4,74,"L",80.2,35.9,24,68.8
"1243","p35",24,181.4,74,"L",80.2,35.9,25,70.5
"1244","p35",24,181.4,74,"L",80.2,35.9,26,71.6
"1245","p35",24,181.4,74,"L",80.2,35.9,27,70.4
"1246","p35",24,181.4,74,"L",80.2,35.9,28,74.1
"1247","p35",24,181.4,74,"L",80.2,35.9,29,73
"1248","p35",24,181.4,74,"L",80.2,35.9,30,74.1
"1249","p35",24,181.4,74,"L",80.2,35.9,31,74.8
"1250","p35",24,181.4,74,"L",80.2,35.9,32,74.5
"1251","p35",24,181.4,74,"L",80.2,35.9,33,75.1
"1252","p35",24,181.4,74,"L",80.2,35.9,34,77.2
"1253","p35",24,181.4,74,"L",80.2,35.9,35,75.4
"1254","p35",24,181.4,74,"L",80.2,35.9,36,79.1
"1255","p35",24,181.4,74,"L",80.2,35.9,37,72.8
"1256","p35",24,181.4,74,"L",80.2,35.9,38,73.4
"1257","p35",24,181.4,74,"L",80.2,35.9,39,77.4
"1258","p35",24,181.4,74,"L",80.2,35.9,40,76.9
"1259","p35",24,181.4,74,"L",80.2,35.9,41,79.7
"1260","p35",24,181.4,74,"L",80.2,35.9,42,80.2
